archivo,inicio_seg,fin_seg,embedding
1069623_Microsciurus_mimulus.mp3,0.0,3.0,1.3398843;0.29438737;0.27368245;0.022758186;1.3294364;1.3486744;0.0;0.011147101;0.71075183;0.23826957;0.1895926;0.8698124;0.561646;0.0072293878;0.1288248;0.27989766;0.0;1.1916412;0.056330282;0.9162877;0.012224187;0.13732098;0.0;0.09754244;0.61664873;0.12811448;0.35804144;0.25384605;0.0;0.0;0.24517572;0.0051233172;0.12744479;0.1215353;0.0;0.24162535;0.0;0.18060412;0.18486868;0.048411947;0.04410863;0.28460264;0.34782413;0.0;0.0;0.19107954;0.04068468;0.022456685;0.95775896;1.2199879;0.26457128;0.17329998;0.12358568;0.0;0.3268436;0.66974163;0.0;0.3332772;0.13209951;0.26670593;0.0;0.28235137;0.41679978;0.1085217;0.69300413;0.079102956;0.89306575;0.35091805;1.0868415;1.8276606;0.094365954;0.0;1.1982416;0.07934761;0.10496763;0.23160887;0.0847697;0.5796705;0.15264122;0.23727624;0.0;1.0946423;0.08289226;0.07301911;0.24638157;0.0;0.23761936;0.24348347;0.0;0.05451107;0.0;0.061324596;0.57691604;0.0;1.6545057;0.040678263;0.0;0.0;1.5429622;0.076482214;0.42293963;0.0;0.13994138;0.0;0.0;0.0;0.0;0.43080238;0.0;0.19049716;0.16859889;0.12613897;0.0;0.0;0.22707975;0.009925495;0.31664476;0.30662915;0.0;0.0;0.025523743;0.080880485;0.0;0.0661886;0.1723243;0.8596322;0.24336533;0.07693374;0.55472916;0.0;0.24939387;0.24831115;0.0;0.08474196;0.0;0.41595897;0.3350691;0.3903016;0.10632668;0.0;0.0;0.33759555;0.40820983;0.0;1.0383512;0.13620372;0.0;1.3315955;0.053215507;0.5126692;0.12424711;0.94501513;0.0;0.1764168;0.0;0.26053688;0.0;0.11287358;0.0;0.3910354;0.0;0.23437564;0.24086118;0.0043016276;0.26216292;1.298513;0.0;0.5737558;0.19571562;0.0094332695;0.0;0.0;0.0;0.0;0.0;1.1145252;0.10062995;0.0;0.70184106;0.3782628;1.3247977;0.0;0.5139403;0.6768431;0.0;0.15952052;0.072673164;0.0;0.0;0.0;0.0;0.0;0.2628589;0.0;0.039812725;0.39878997;0.39904022;0.0;0.0;0.08104283;0.5252761;0.05162408;1.1007826;1.0545757;0.31143236;1.5014077;0.071971595;0.0;0.34248018;0.04965325;0.44564644;0.20937918;0.26453987;0.0;0.0;0.018291732;0.4385191;0.7194045;0.30227768;0.18157798;0.57396036;0.007824068;0.16422768;0.49053827;0.33837095;0.749846;0.0;0.0;0.57225597;0.113841616;0.0;0.0;0.0;0.38806602;0.13438071;0.28512555;0.08714628;0.0;0.0;0.20790654;0.11345302;0.15570737;0.0;0.80429775;0.8773446;0.08360497;0.11587289;0.4681848;0.58231276;0.27059415;0.0;0.2721705;0.35703453;0.21258901;0.05775364;0.061228096;0.0;0.08601583;0.045294445;0.5987207;0.30411163;0.17407174;0.0;0.0;0.23758818;0.6320672;0.09990349;0.0;0.0;0.30445412;0.0;2.3670928;0.033411663;0.22030018;0.0;0.10438526;0.6841159;0.12211156;0.0;0.0;0.2429369;0.0;0.43291247;0.4347093;0.46305048;0.19127767;0.0;0.0;0.091532886;0.11899524;0.21389233;0.0;0.716327;0.0;0.53095526;0.0;0.5540344;0.0;0.7822101;0.0;0.1246906;1.429401;0.068867125;0.5298843;0.0;0.6405874;0.16022359;1.7936934;0.0;1.0681666;0.00047783554;0.06412962;0.30193704;0.36273113;0.0;0.0;0.7933901;2.2045481;1.7182935;0.2711321;0.20885776;0.0;0.24692051;0.36243233;0.20728712;0.782047;0.066178165;0.2796291;0.0;0.4093283;0.035307407;0.0;0.251874;0.12964225;0.21438944;0.14791204;0.0;0.24333854;0.19243908;0.08177614;1.4607267;0.0;0.29977313;0.04556465;0.22676587;0.47889113;0.25395644;0.1992525;0.0;0.083472885;0.1599757;0.0;1.1838769;0.12808879;0.47953352;0.021360954;0.09372103;0.4326664;0.18689264;0.10206636;0.06556497;0.36445084;0.31971237;0.276461;0.33025938;0.019588431;0.0;1.6325699;0.34078673;0.08857002;0.95958346;0.14019974;0.17993598;0.4342034;0.311252;0.21845873;0.15141928;0.0;0.08079467;0.05363363;0.16045326;0.71035576;0.0;0.29432687;0.552315;0.0;0.0;0.0;0.02134198;1.5517889;0.51006156;0.38628134;0.732807;0.46871868;0.0;0.0;0.13985491;0.0;0.38867393;1.4540595;0.15185088;0.30882603;0.010227461;0.087509036;0.051038206;0.0;0.0;0.0002634128;0.6732541;0.30145717;0.0;0.21712352;0.95715934;0.31529477;0.0;1.2264894;0.123048544;0.318822;0.27182436;0.045207143;0.81150746;0.21205544;0.0;1.2372893;1.8941942;0.0;0.0;0.0;0.5075069;0.4805987;0.0;0.90750647;0.0;0.044746727;0.15611069;0.301903;2.2779105;1.0712423;0.084790386;0.0;0.005225102;0.0021091502;0.2627959;1.0839957;0.44779602;0.0;0.0;0.15624495;0.0;0.16592;0.18854587;0.11174965;0.41024017;0.43845096;0.10560457;0.5283396;1.2044001;0.0;0.06294477;0.32386747;0.49869576;0.5366135;0.31762162;0.0;0.3612074;0.023623487;0.0;0.0;0.09822575;0.18436964;0.16685969;0.0;0.18848391;0.16072245;0.5276672;0.39222953;0.0;0.0;0.89827365;0.08273631;0.0;0.0;0.06156065;0.3250958;0.04072376;0.04346581;1.2984055;0.4223771;0.028915843;0.0;0.16401637;0.5654692;0.39761522;0.016623298;0.18644072;0.0;0.2281043;0.114891626;0.16965206;0.20006216;0.0;0.14635558;0.0;0.1940145;0.14607708;0.854327;0.021009484;0.055072784;0.07042421;0.0;0.048904438;0.6802976;0.10986596;0.6321445;0.29032993;0.0;0.02012541;0.10348103;0.0;0.0;0.39645728;1.0968169;0.0;0.06129849;0.059037685;0.0;0.0684911;0.008682281;0.0;0.3150634;0.0;1.014522;0.990928;0.045324583;0.03496184;0.4722438;0.98025036;0.0;0.0;0.0053768507;0.15022185;0.0;0.08623803;0.044042487;0.06527839;0.0;0.58702004;0.18128808;0.0;0.53521955;0.00034481287;0.038612325;0.4509064;0.022217652;0.016827783;0.1287814;0.0;0.073474325;0.28510478;0.0;0.41055837;0.44527856;0.0;0.08484099;0.2740217;0.0;0.5362512;0.38353506;0.03417961;0.0;0.046117347;0.03088502;0.023184141;0.0;0.06260323;0.065663636;0.0;0.0;0.5976433;0.7377181;0.28529122;0.7630263;0.09064698;0.51577735;0.27156052;0.0;0.0;0.6281951;0.63407534;0.517124;0.2540091;0.0;0.47497046;0.0;0.091424026;0.0;0.015910229;0.3516716;0.28046528;0.83829284;0.0;0.12399451;0.0;3.7659929;0.0;0.0;0.0;1.0634475;0.17508085;0.5991912;2.3257382;0.11948961;0.0;0.13357775;0.06829242;1.0925541;0.47000656;0.020729521;0.1846165;0.0;0.0;0.0;0.5193008;0.2445644;0.0;0.0;0.08050943;0.39346352;0.0;0.0;1.0817751;0.0;0.0;1.2624674;0.11093176;0.1729353;0.113352776;1.4582392;0.0;0.5838906;0.5648186;0.21031696;0.5025653;0.1788861;0.008738955;0.0143425865;0.06620746;0.14069803;0.8255239;0.5919757;0.20108934;0.24499762;0.4700433;0.8790545;0.090701245;0.06490072;0.6677477;0.02564626;0.0026900768;0.0023856163;0.0;0.0;0.6688835;0.34496593;0.10114471;1.3477098;0.0;0.8184285;0.11024726;0.10736829;0.86576396;0.2172577;0.0;0.05052447;1.3133963;0.0;0.11305439;0.21715581;0.25929102;0.0;0.25187474;0.01039667;0.2186923;0.26776576;0.7007024;0.0;0.0;0.0;0.20355265;0.0;0.0;0.57717055;0.58966637;0.63283163;0.7315813;0.41574368;0.6485693;0.0;0.34483862;0.04837036;0.07292495;0.0;0.013471167;0.18317753;0.24679406;1.0411217;0.0;0.55719;1.0512874;0.11723908;0.27762988;1.0362443;0.023081103;0.0;0.35585663;0.0;0.0;0.024545828;0.5213278;0.0;0.053400278;0.0;1.101425;0.13337325;0.19204764;0.578735;1.1250696;0.38234672;0.0;0.0;0.14509754;0.35863057;0.10286418;0.8874352;0.12072977;0.42741904;0.0;0.37264386;0.045420874;0.2585061;1.3485159;0.26978278;0.0;0.09310341;1.0792469;0.0;0.0;0.027949313;0.07954512;0.74536085;0.0;0.0;0.0;0.0;1.7445177;0.5887342;0.25060833;0.12030219;1.379615;0.39400366;0.12794591;0.7184057;0.5050619;0.00035367408;0.2680265;0.39166012;1.1686107;0.0;0.0;0.010204499;0.8463455;0.26702142;0.013530602;0.020322552;0.27112064;0.20701905;0.14660794;0.078021966;0.10110708;0.0;0.29124942;0.6126136;0.0;0.0;0.0;0.4430107;0.016703805;0.0;0.1633469;0.3412234;0.03685506;0.73349285;0.33795574;0.8785233;0.0;0.42376542;0.0;0.0;0.37715808;0.0;0.8792775;0.06672019;0.84921974;0.055104215;0.7174751;0.07475159;0.30473828;0.052570146;0.059592247;0.33427534;0.21856713;0.0;0.9820271;0.116380535;0.059027832;0.17284358;0.014802654;0.13146357;0.68424654;1.210837;0.32815766;0.04633206;0.25795922;0.17474087;0.05858775;0.0;0.0;0.0;0.29219225;0.6325013;0.45886114;0.24198031;1.1798136;0.3561364;0.15419267;0.35739017;0.43499425;0.002117455;0.1533355;0.04192694;0.60717916;0.15195827;0.1096231;0.043635327;0.08286484;0.14290036;0.57817507;0.39540383;0.9717768;0.946001;0.0;0.62604123;0.049782317;0.40142584;0.35659227;0.15809123;0.50222903;0.0;0.13139558;0.0;0.12816308;0.0;0.05178809;0.0;0.5372296;0.6226397;0.026175896;0.14878966;0.0;0.0;0.16186042;0.4715915;0.109402575;0.0;1.3559734;0.4140699;0.13648413;0.2436974;1.367088;0.0706105;0.0;1.1620641;0.086446084;0.39976487;0.0;0.030516108;0.10613463;0.37271395;1.9955121;0.0;0.03779139;0.0;0.21729028;0.9484761;0.20913617;0.13352016;0.035724193;0.37889138;1.04253;0.70341104;0.75905305;0.6765818;0.01097091;0.20757087;0.1366749;0.0;1.2354703;0.0;0.22938652;0.0;0.06901997;0.22313924;0.39740992;0.0;0.054905254;0.01375254;0.04544592;0.049190115;0.0;0.36252832;0.27276823;0.083693884;0.0;0.42000255;0.012916912;0.02310435;0.009113233;0.0;0.10401118;0.34374654;1.2679157;0.73169947;0.61020285;0.016116878;0.23828967;0.0056096665;0.54340386;0.0;0.0;0.059894454;0.29004875;0.21976256;0.21373785;0.42436823;0.0;0.22971672;0.01234736;0.21535051;0.2617416;0.16716294;1.1450671;0.0;0.22612865;0.0;0.30051872;0.3150381;1.0860585;0.19852246;0.023323536;0.48413146;0.0;0.9680536;0.2584537;0.07755097;0.26106286;0.8162554;0.0;0.07451603;0.08160774;0.0;0.0;0.0;0.020280251;0.11037622;0.02092131;0.0;0.121839605;0.17566697;0.0;0.6967463;0.87426376;0.03577296;0.15086873;1.3174902;0.3960732;0.532107;0.03807835;0.51843476;1.1639992;0.5686493;0.7031293;0.002150086;0.0;0.0;0.4847165;0.3132333;0.015320699;0.077941686;0.0;0.22500701;0.523627;1.2290931;0.047728777;0.014566034;0.10456995;0.6601465;0.11320182;0.0;0.6966629;0.0;0.3286199;0.33580995;0.0;0.044174213;0.5294221;0.0032131274;0.0410765;0.028933505;0.014403979;0.10316867;0.43681738;0.0;0.52118903;0.67591643
1069623_Microsciurus_mimulus.mp3,3.0,6.0,2.2148154;0.15389596;0.6385446;0.0;1.4935032;1.0622336;0.0;0.0;0.124826394;1.5017872;0.0;0.7962958;0.1127255;0.07451514;0.28887144;1.6816974;0.7201473;1.6610589;0.0;0.8684532;0.75594115;0.046423838;0.0;0.8139;1.063255;1.1711498;0.37002993;0.028517038;0.04201929;0.017943611;0.08745903;0.0;0.5311839;0.0;0.0;0.0;0.35515353;0.0;0.0;0.0;0.0;0.2062728;0.4038545;0.06427503;0.0;0.030309588;0.09736089;0.0;1.1065669;1.1381991;0.0;0.334622;0.015167654;0.0;1.2264671;0.8295463;0.0;1.1059355;0.6500754;0.34163252;0.0;0.16842186;1.3691734;0.006493032;1.1032887;0.0;0.76134175;1.1628419;1.7680387;1.0333729;0.46794793;0.07914432;1.4698162;0.13835149;0.15294518;0.0;0.17850475;1.4192656;0.0;0.14699538;0.46352658;0.6081667;0.101090394;0.15288474;0.13760495;0.016245225;0.28888652;0.80152935;0.0;0.15146112;0.14627993;0.04353865;0.41211382;0.0;1.7708269;0.0;0.0;0.0;1.6582311;0.0;0.053845644;0.0;0.37204027;0.18986057;0.030225515;0.0;0.19584052;0.18676746;0.0;0.0;0.0;0.34991118;0.34866515;0.0;0.16995597;0.0;0.0;0.12103969;0.0;0.0;0.0;0.59350175;0.0;0.0;0.9248224;1.1913705;0.0;0.07534798;0.32110602;0.0;0.40689042;2.2399552;0.0;0.093806416;0.0;0.090716325;0.028180003;0.36271334;0.0;0.0;0.0;0.8858332;0.63281024;0.0;1.4606086;0.28630608;0.0;1.4615726;0.0;0.12062478;0.41562274;0.7131376;0.055104215;0.08282568;0.0;0.1561575;0.08530442;0.6306886;0.0;1.2543434;0.0;0.5159565;1.0177995;0.0026659518;0.2682791;0.9850092;0.0;1.1806989;0.0;0.0;0.0;0.0;0.0;0.0;0.16176474;0.022045592;0.0;0.0;0.6830813;0.3085642;1.9202204;0.07585729;0.79648656;0.33325192;0.017404517;0.49799576;0.0;0.0;0.0;0.0;0.57677567;0.0;0.3416535;0.0;0.0;0.31072578;0.99149877;0.15776336;0.0;0.0;0.5578932;0.11389264;0.933412;0.53881335;0.0;0.7654567;0.32173252;0.0;1.1307647;0.0;1.2790741;0.6848585;0.21995711;0.0;0.09376546;0.2850927;0.23121007;0.8170004;0.43554077;0.82591057;0.23598945;0.0;0.025949398;1.1091276;0.024952084;1.2486027;0.0;0.0;0.79510945;0.123595156;0.0;0.0;0.0;0.1932298;0.0;0.13599233;0.094016194;0.17684102;0.0;0.28966054;0.06998288;0.53238225;0.15627424;0.9512755;1.1859272;0.0;0.04893285;0.7014842;0.043294113;0.0;0.0;1.4575472;0.0;1.3074812;0.10568126;0.65736824;0.1265399;0.0;0.7462678;0.73553103;0.50190026;0.14034359;0.43371272;0.12577413;0.9591274;0.19083774;0.0;0.088321;0.0;0.53260785;0.0;2.9515495;0.041477364;0.14736366;0.006565571;0.0;0.55259484;0.0;0.06729465;0.0;3.516674e-06;0.0;0.10073713;0.3859804;0.019976517;0.0;0.0;0.0;0.18898539;0.23822404;1.1341789;0.0;0.8126723;0.0;1.2578453;0.0;0.7804158;0.0;0.7060113;0.28699836;0.0;1.462051;0.2361803;0.74080104;0.0;1.0266172;0.32981923;1.6552359;0.0;0.07283014;0.0;0.0;1.0504571;0.060455043;0.0;0.044951335;1.914289;2.3623345;2.834197;0.0;0.13897173;0.07602445;0.056868095;0.66977423;0.35749546;0.2255243;0.0;0.0;0.0;1.2387925;0.0;0.0;0.0;0.42869124;0.6416614;0.0;0.0;0.0;0.35002673;0.0;1.3477134;0.01682367;0.50153863;0.0;0.025134623;0.80208564;0.0;0.0;0.113828935;0.0;0.0005979538;0.0;0.5907593;0.2048351;0.0088426275;0.0;0.0018763145;0.5130182;0.51572174;0.379069;0.5720046;0.056362588;0.676451;0.14611466;0.59222335;0.008298119;0.0;1.8780617;0.16669834;1.5261511;0.8871233;0.0;0.15352757;0.0;0.0;0.18298657;0.03624173;0.07765466;0.0;0.012270768;0.0;0.55641234;0.0;0.36294958;0.6980564;0.0;0.0;0.02154843;0.19414084;0.6324256;0.32906285;1.0805959;1.9412638;0.10898578;0.03344099;0.0;0.0;0.009636725;1.3362879;0.23837261;0.016010353;0.0;0.0;0.0;0.08739909;0.0;0.0;0.65719914;0.7573789;0.31078294;0.0;0.0;0.5472513;0.0;0.42536724;2.0744278;0.23349905;0.76273257;0.0;0.30377248;1.1094356;0.2514836;0.0;0.7591674;1.3468057;0.0;0.0521306;0.0;1.0251814;0.26377952;0.0;0.8302827;0.0;0.41954136;0.0;0.5996469;1.1726853;1.8218075;0.0;0.0;0.30676526;0.0;1.408544;0.41251373;0.0;0.0;0.0;0.18018997;0.0;0.89591116;0.0;0.13378899;0.7713049;1.2847985;0.0;0.06757861;0.0102266865;0.06377157;0.3443931;0.10480293;1.1558627;0.0;0.5825949;0.0;0.49706683;0.0;0.06945034;0.0;0.0;0.0;0.084581435;0.0041068196;0.20337848;0.08435511;1.3908101;0.15494633;0.0;0.0;0.42660737;0.09133544;0.0;0.0;0.061571937;0.016901096;0.2796141;0.0;2.056908;0.0;0.0;0.0;0.0;0.46710107;0.0694891;0.0;0.0054325066;0.17966127;0.0;0.0;0.09687835;0.24922346;0.0;0.08384544;0.0;0.11783606;0.07784548;0.08156554;0.3046315;0.18607688;0.03330667;0.0;0.0;0.3448627;0.22411573;0.32207242;0.569803;0.0;0.035658676;0.39028874;0.0;0.0;0.28041366;1.9121205;0.0;0.011192937;0.36460713;0.0009500186;0.0;0.0;0.0;0.0;0.0;0.85968274;1.6368927;0.0;0.0;0.27545837;0.8400746;0.0;0.075309806;0.192023;0.07561005;0.0;0.016047677;0.0;0.0;0.0;0.8153827;0.0;0.0;0.0;0.14391685;0.07473155;1.5527595;0.27532488;0.0;0.42990056;0.4428672;0.44188175;0.16941465;0.0;0.21860117;0.102778226;0.22598004;0.0;0.33685517;0.0;0.68570876;0.65293884;0.20535283;0.0;0.1351155;0.94661444;0.0;0.0;0.0;0.074987315;0.0;0.22461152;0.0;1.7593106;0.3771417;1.8446618;0.96151775;0.90157413;0.22142637;0.033845227;0.08473552;0.6859719;0.6689012;1.2499901;0.0;0.17098641;0.043226242;0.06159361;0.0;0.050368946;0.0;0.040282372;0.0033017993;0.19535159;0.0;0.0;0.0;2.4580667;0.0;0.079382576;0.0;1.1598779;0.0;0.9096553;2.7180564;0.0;0.0;0.0;1.1832871;1.603458;0.83773476;0.054622263;0.0;0.22589314;0.0;0.0;0.31250006;0.6442039;0.0;0.0;0.0;0.9742996;0.0;0.0;2.1110814;0.0;0.0;1.3606915;0.17462434;1.7932285;0.20035136;0.73798007;0.0;0.75769097;0.21309108;0.0;0.0;0.5071108;0.0;0.0;0.0;0.0;0.29458;0.2964497;0.059678853;0.72476745;0.209294;1.6704239;0.0;0.25737646;1.2265688;0.103496544;0.0;0.0;0.0;0.0;0.8725447;0.98192054;0.08863288;1.9482497;0.0;1.048189;0.0;0.3646207;0.20405887;0.0;0.31666133;0.39304647;0.9641886;0.19555402;0.0;1.4806474;0.3530432;0.0;0.44460973;0.0;0.081259884;0.09892934;0.84463406;0.0;0.0046102107;0.0;0.5089267;0.0;0.0;0.015440921;0.13848984;1.0312366;1.6825714;1.1759288;0.004853348;0.0;0.3306419;0.0;0.5526411;0.0;0.0;0.07146585;0.436656;1.2682997;0.0;0.6444836;0.5590422;0.91326046;0.2172771;0.35269794;0.048454445;0.0;0.0;0.0;0.12073022;0.031439144;0.71802336;0.0;1.0067384;0.02671655;0.78699845;0.0;0.0;0.1999317;1.2570198;1.7361012;0.0;0.0;0.0;0.16064538;0.56724006;1.3960439;0.28921306;1.6361896;0.0;1.6477089;0.0;0.5242111;1.6910968;0.7114981;0.20243816;0.0;1.3554643;0.0127983885;0.110606514;0.0;0.51896054;1.1353861;0.0;0.0;0.0;0.2645894;1.638147;0.10107603;0.021449288;0.0;1.6387724;0.46152714;0.4974022;0.96025157;1.3324172;0.04736338;1.5396324;0.42629662;1.7089711;0.14099346;0.0;0.0;1.2611452;0.22190766;0.015062302;0.06667831;1.3677553;0.0;0.046467185;1.4296106;0.36600402;0.22106965;0.22454016;0.66072685;0.8371207;0.0;0.0;0.43192783;0.0;0.0;0.17450142;0.96198535;0.091929555;1.3840154;0.09536997;0.46830073;0.0;0.33108166;0.0;0.0;0.9549589;0.0;1.0493475;0.49383274;0.7523799;0.7880759;0.14483148;0.6523979;1.6400585;0.0;0.9658248;0.2216488;0.32896832;0.0;1.6964139;0.3346052;0.22230904;0.0;0.0;0.0;0.026780913;0.9241702;0.6577737;0.12886101;0.50034153;0.42316166;0.07898533;0.5757715;0.16018488;0.0;0.430634;0.8820146;1.0886173;0.22417484;0.07769453;0.8390315;0.14648885;0.8424554;0.13086338;0.5757108;0.0;0.44794884;1.7833706;0.0;0.0;0.0;0.0;0.51632184;0.0;0.8162033;1.2373754;0.64910936;0.0;1.2648252;0.0;0.73261064;0.79723483;0.4493892;0.41278276;0.06971183;0.2743221;0.35393152;0.048524678;0.0;0.3101497;0.0;0.81689817;0.259127;0.0;0.0;0.0;0.038948327;0.3732694;0.94775456;0.0;0.19146132;1.0710559;0.5706739;1.2421132;0.0;1.3920094;0.4923819;0.0;0.124762416;0.07366886;0.34442136;0.22909345;0.011072476;0.17360663;0.40412626;2.2832158;0.0;0.0;0.0;0.18739188;2.1706023;0.060241938;0.7336622;0.0;0.38668287;0.9089082;0.37351707;1.3592964;0.0;0.0;0.37109914;0.0;0.0;0.3168659;0.07467368;0.0;0.0;0.3914062;0.28402257;1.0261222;0.0;1.101906;0.2115394;0.18639584;0.03861023;0.0;0.20098563;0.43865442;0.0806815;0.020623505;0.43672857;0.24655621;0.0;0.056777615;0.0;0.0;0.9359255;0.6979394;1.2208136;0.21849565;0.07219569;1.2382382;0.0;0.73186606;0.0;0.0;0.0;0.20705743;0.1033326;0.244358;0.73614806;0.0;0.44171652;0.0;0.8809943;0.17643219;0.0;0.89634734;0.20594728;0.79466057;0.0450236;0.120344825;0.417197;2.09218;0.023685059;0.0;0.100239985;0.0;1.2675233;0.010443886;0.02116091;0.0;0.823258;0.5301632;0.4874785;0.0;0.0897277;0.0;0.0;0.0;0.024708211;0.0;0.0;0.11956749;0.019404411;0.0;1.278946;0.45006612;0.0;0.0;1.2451419;0.0053042867;0.059729744;0.054555774;0.09207127;2.4004347;0.0;0.16666178;0.03655329;0.0;0.0;0.34908888;0.59652567;0.08304731;0.0;0.0;0.61838454;0.9437141;1.3391966;0.04243797;0.079964735;0.0054292083;1.0739108;0.06517192;0.024190903;1.196333;0.0;0.6270334;0.96850175;0.0;0.0;0.23765512;0.077084996;0.5514288;0.0;0.09412495;0.0;0.3566625;0.0;0.58675134;1.3823959
